Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
649,11038205,"Timothe Morval","2023-10-16 12:50:29",0.79845,5,timothemorval
650,11122257,"ingo woerner","2023-10-24 11:31:45",0.79845,2,ingowoerner
651,11092321,JoseMiguel5,"2023-10-25 16:54:04",0.79845,3,josemiguel5
652,11131732,"Emirkan Kanmaz","2023-10-26 16:37:49",0.79845,3,emirkanmaz
653,11115970,"James Strong","2023-10-31 15:56:12",0.79845,3,jstrongsl
654,10864333,"Saad souilmi","2023-09-08 22:07:09",0.79822,7,saadsouilmi
655,10663383,"Marella Kalyan Kumar","2023-09-08 13:21:19",0.79822,9,kalyan01
656,10886679,"Cheng Cuihao","2023-09-23 07:54:15",0.79822,16,chengcuihao
657,10881864,"Ming Chen","2023-09-09 13:34:55",0.79822,8,mingchenadam
658,10863029,Kariman,"2023-09-10 11:46:01",0.79822,7,karimann
659,10922277,feldmaarhsal,"2023-09-16 05:22:25",0.79822,4,feldmaarhsal
660,10910581,"Ron Mallory","2023-09-25 20:19:23",0.79822,9,ronmallory
661,10923859,yuri11111,"2023-09-16 00:53:36",0.79822,3,yuri11111
662,10920840,"luzern yuven luis","2023-09-19 08:56:32",0.79822,8,luzernyuvenluis
663,10856667,"Rohith Mathew","2023-09-20 11:16:52",0.79822,9,rohith4453
664,10974537,"Jet Simon","2023-09-27 01:41:06",0.79822,1,simonjet
665,10966092,Gomathy,"2023-10-11 13:22:44",0.79822,6,gomathy1402
666,10839128,"Patryk Krzon","2023-10-01 14:43:42",0.79822,4,patrykkrzon
667,11028900,Misaka10486,"2023-10-07 10:33:45",0.79822,1,misaka10486
668,11063278,"Bryan Armenta","2023-10-27 02:00:43",0.79822,5,bryanarmenta
669,9677986,"Axel Viard","2023-10-19 15:37:22",0.79822,3,axelviard
670,11102104,poojitha04,"2023-10-20 10:38:48",0.79822,1,poojitha04
671,11100793,ricar0320,"2023-10-23 02:52:12",0.79822,5,ricar0320
672,11148860,ianct,"2023-10-29 07:11:33",0.79822,1,ianchute
673,11149052,"Irek Matysiewicz","2023-10-29 14:30:11",0.79822,1,iirekm
674,10465804,"Meghana Dumpala","2023-10-30 08:39:07",0.79822,1,meghanadumpala
675,10832952,"Anil Nikam","2023-09-02 06:08:36",0.79798,1,anilnikam
676,10858559,"Haresh Salaskar","2023-09-02 06:11:47",0.79798,1,hareshsalaskar
677,10839561,"Luis Alvarez","2023-09-11 03:22:38",0.79798,5,luispl40
678,10800467,"Yanis Fernandez","2023-09-05 23:10:55",0.79798,2,yanisfernandez
679,10885938,"Huseyin Utku Demir","2023-09-08 22:10:18",0.79798,4,huseyinutkudemir
680,10881910,wang260947,"2023-09-11 08:39:59",0.79798,7,wang260947
681,9706728,"Tom Keldenich","2023-09-10 10:54:34",0.79798,9,kelde9
682,10952982,Hamish,"2023-09-22 14:56:24",0.79798,6,"hamisho,ioanateodoravaduva,jimmybunter01,katerinachris,rebeccafinlay"
683,10936158,"Aagyapal Kaur","2023-10-05 03:13:57",0.79798,32,aagyapalkaur
684,11013397,"Mark Alsip","2023-10-07 15:49:06",0.79798,3,markalsip
685,11066166,"PROMIT HALDAR","2023-10-13 22:30:14",0.79798,1,promithaldar
686,11076258,"Ryan Hogan","2023-10-16 05:22:56",0.79798,3,rhogan248
687,11075518,Dimkela01,"2023-10-22 21:10:55",0.79798,12,dimkela01
688,11102117,"YUVASHRI Y","2023-10-20 10:36:40",0.79798,2,yuvashriy
689,10971482,"Ben nasr Mouheb","2023-10-29 22:02:40",0.79798,3,bennasrmouheb
690,10861196,GokulaKrishnan,"2023-09-06 04:58:02",0.79775,4,bgokul
691,10531333,"Andy Strubhar","2023-09-06 19:44:15",0.79775,2,andystrubhar
692,10893625,Winner0,"2023-09-11 15:12:37",0.79775,2,winner0
693,10590249,"Gustavo Secunho","2023-09-21 00:22:56",0.79775,18,gustavosecunho
694,10932806,"Miguel Castro","2023-09-22 13:18:56",0.79775,2,miguelpcastro
695,10937477,"Apratim Mahapatra","2023-09-28 18:47:40",0.79775,2,apratimmahapatra
696,11102167,ShriramS21,"2023-10-20 10:03:37",0.79775,1,shrirams21
697,11077286,mtpc4s9,"2023-10-21 04:07:58",0.79775,1,mtpc4s9
698,11110010,"Troy Chuang","2023-10-23 13:42:45",0.79775,12,troychuang
699,9421340,"Egor Malafeev","2023-10-24 08:21:46",0.79775,8,egormalafeev
700,11105245,Pcaspa,"2023-10-24 11:34:20",0.79775,3,pcaspa
701,11007179,"Bruno Pereira Ferreira","2023-10-25 12:51:45",0.79775,19,brunopereiraferreira
702,9410771,"Data Detectives","2023-09-11 18:57:40",0.79752,17,"burakfidan,zgedner"
703,10812552,Kiriuha,"2023-09-12 19:14:04",0.79752,20,kiriuha
704,10919786,"Adrian Lim","2023-09-20 02:39:13",0.79752,1,adriann314159
705,8621845,"Sanjar Adilov","2023-09-20 10:16:55",0.79752,1,sshadylov
706,10948361,KarsDeJ,"2023-09-21 13:22:19",0.79752,3,karsdej
707,10822992,"Dan Fady","2023-09-24 17:11:27",0.79752,5,danfady
708,10961672,zhaohe6,"2023-09-28 09:26:38",0.79752,5,zhaohe6
709,11004051,"Anthony Ovishek Baroi","2023-10-03 06:55:31",0.79752,1,anthonyovishekbaroi
710,11009993,"Shingo Sadahiro","2023-10-05 01:28:58",0.79752,2,shingosadahiro
711,11030589,jhuang314,"2023-10-07 20:56:59",0.79752,2,jhuang314
712,11010456,"Roman Popov","2023-10-20 14:00:30",0.79752,6,romanpopovcool
713,11115551,"M Cheung77","2023-10-24 19:13:02",0.79752,9,mcheung77
714,11151848,SeanSaliga,"2023-10-30 16:58:49",0.79752,7,seansaliga
715,9186995,"Pranav Hari1345","2023-09-07 23:08:25",0.79728,33,pranavhari1345
716,10878199,"Mert Alver","2023-09-07 20:44:03",0.79728,3,mertalver
717,10894170,"Shruti Tambe","2023-09-11 02:56:39",0.79728,1,shrutitambe
718,10963716,"Bernard Chase","2023-09-25 03:43:01",0.79728,2,kbchase
719,9836196,"Mùneeb Ahméd","2023-10-02 08:48:18",0.79728,5,mneebahmd
720,10964874,"[Deleted] ddb06e80-e0bc-48f0-9fee-c2d9934b4f4e","2023-10-05 12:07:26",0.79728,3,del=2f6a68ac38fdffc9
721,10982703,warmtea,"2023-10-03 16:37:02",0.79728,8,warmtea
722,10992730,Pawel_x11,"2023-10-14 18:06:23",0.79728,2,pawelx11
723,11066337,AlekseiZaitsevA,"2023-10-15 18:00:17",0.79728,3,alekseizaitseva
724,11070310,omarnava82,"2023-10-16 19:31:21",0.79728,13,omarnava82
725,11086822,RaDeeDo,"2023-10-19 22:34:12",0.79728,9,radoshi
726,11052179,"Mikail Kurt","2023-10-21 16:22:32",0.79728,19,mikailkurt
727,11058514,"Muhammad Shafin Khan","2023-10-23 09:44:11",0.79728,4,shafinkhan06
728,11079252,Ikunnnnnobug,"2023-10-30 15:30:04",0.79728,8,newguycp
729,11130897,"Carlota Delav","2023-10-25 15:50:17",0.79728,1,carlotadelav
730,10749673,"Thomas Lazarus","2023-10-15 00:31:08",0.79705,2,thomaslazarus
731,10616876,"Ronald Swanson","2023-09-12 12:49:25",0.79705,11,ronfswanson
732,10886543,"Ayodeji Akinola","2023-09-09 17:15:59",0.79705,2,ayodejiakinola
733,10878491,"Charles Roland","2023-09-17 12:16:41",0.79705,5,charlesroland
734,10652412,naranja1223,"2023-10-08 14:49:43",0.79705,24,"naranja1223,shuntar0fukuda,yuhinishiyama"
735,10861897,FabrizioOrtega2701,"2023-09-19 19:47:04",0.79705,13,fabrizioortega2701
736,10957124,yangyu123123123,"2023-09-23 09:02:52",0.79705,1,yangyu123123123
737,10204158,"Marcus block","2023-09-24 04:58:45",0.79705,3,marcusblock
738,10960179,"aashish nahar","2023-09-24 05:31:47",0.79705,4,aashishnahar
739,10800395,Dmitriy,"2023-09-28 21:07:10",0.79705,5,sunshinemoonlight
740,11075777,alstnkim,"2023-10-19 07:17:36",0.79705,14,alstnkim
741,11153206,Omohi_cat,"2023-10-30 09:51:42",0.79705,1,omohicat
742,11155440,aakak,"2023-10-31 12:48:24",0.79705,17,sysu21303763
743,10896821,"Arya Shreyas Das","2023-09-12 05:32:45",0.79682,3,aryashreyasdas
744,10887316,"Koushik Mahanta","2023-09-16 10:47:09",0.79682,1,koushikmahanta0001
745,10910631,ViniciusMarques,"2023-09-21 21:43:22",0.79682,5,s1lv3rb4ck
746,10942855,"Hugo Maurice","2023-09-28 12:43:45",0.79682,5,hugomaurice
747,10962232,"Ismail Khalil","2023-09-25 13:45:52",0.79682,3,anakinskywalker90
748,10980744,NotOriginal,"2023-09-28 19:09:37",0.79682,3,notoriginal
749,9607684,"Orpheric Azainon","2023-10-07 16:40:48",0.79682,3,orphericazainon
750,9294063,"Felipe Miranda","2023-10-14 23:51:20",0.79682,2,"felpfelpers,kethlyncampos"
751,9886256,sftyo,"2023-10-15 07:39:31",0.79682,1,setyoab
752,11066432,"Team Tennesse","2023-10-18 15:01:59",0.79682,5,"aidenboudreau,alexwycoff"
753,11067806,Creedyfish,"2023-10-19 17:05:47",0.79682,1,irvinelbanbuena
754,10700216,"Hagai Ravid","2023-10-24 12:50:45",0.79682,1,hagairavid
755,10781243,"Abraham García","2023-09-07 17:44:13",0.79658,1,jags816
756,9532250,"Benny Fung","2023-09-10 10:11:16",0.79658,1,bennyfung
757,10868063,"Lingxiao Wang","2023-09-10 17:21:53",0.79658,5,lingxiaowang314
758,10892172,Spinort,"2023-09-11 04:24:33",0.79658,10,spinort
759,10902587,andpot,"2023-09-13 10:48:25",0.79658,6,andpot
760,10871733,Vic810,"2023-09-13 15:56:02",0.79658,1,vic810
761,10841045,warff,"2023-09-18 09:13:02",0.79658,4,dmitriyvarfolomeev
762,10811841,"Kirill Salamatov","2023-09-15 20:12:28",0.79658,2,kirillsalamatov
763,10876447,hygor007,"2023-09-20 16:57:19",0.79658,5,hygor007
764,10900877,"Sando Breezez","2023-09-20 20:27:15",0.79658,2,sandobreezez
765,10806255,e1010101,"2023-09-21 02:40:46",0.79658,4,e1010101
766,10964921,CrystalModel,"2023-09-25 16:31:49",0.79658,10,crystalmodel
767,10809981,"Chris #8","2023-09-26 16:53:44",0.79658,1,chrischeung1201
768,10975083,"José Mário","2023-09-30 21:11:41",0.79658,14,m4rio0p
769,11028330,"Lee Ki won","2023-10-07 09:51:47",0.79658,9,leekiwon
770,9778208,hi210278,"2023-10-14 07:47:01",0.79658,38,hi210278
771,11041358,mosenco,"2023-10-10 19:56:08",0.79658,3,mosenco
772,11042198,taehwanM,"2023-10-14 06:04:33",0.79658,16,taehwanm
773,11033395,"David KC","2023-10-31 17:16:18",0.79658,3,davidkcc
774,11073184,"Ceyda Basoglu","2023-10-18 14:21:27",0.79658,3,ceydabasoglu
775,11126860,"Bryce Richardson","2023-10-26 06:26:02",0.79658,3,brycerichardson59
776,10865006,AndrewShen38,"2023-09-04 14:13:33",0.79635,1,andrewshen38
777,10879872,"Saurabh Mamgain","2023-09-27 06:41:03",0.79635,5,saurabhmamgain
778,10889080,"Tianxiang Zheng","2023-10-04 10:44:10",0.79635,7,ztxstu
779,11063023,"Jeffrey Van Ham","2023-10-14 11:46:03",0.79635,4,jeffvanham
780,8937621,"Jonah Kim","2023-10-15 14:20:29",0.79635,4,jonahjkim
781,11066479,Taka_NN,"2023-10-21 02:33:04",0.79635,3,takann
782,11042272,"Manuel Andersen","2023-10-15 18:36:26",0.79635,3,manuelandersen
783,11098562,ManoharanNaidu,"2023-10-20 10:48:23",0.79635,1,manoharanwastaken
784,11090520,"zhou zyy","2023-10-23 03:52:18",0.79635,7,zhouzyy
785,11101639,robertking11,"2023-10-24 15:24:59",0.79635,2,robertking11
786,11141585,"Alexandre Gazagnes","2023-11-01 00:44:19",0.79635,6,alexgazagnes
787,10511714,"Brendan Funk","2023-09-08 17:37:52",0.79611,10,brendanfunk
788,10611159,"Hossein babaeii","2023-09-11 01:02:43",0.79611,1,hosseinbabaeii
789,10791005,"Devanshi Goradia","2023-09-12 19:17:36",0.79611,1,devanshigoradia
790,10896935,SeoYunJe,"2023-09-15 03:29:41",0.79611,2,seoyunje
791,10789408,"Natale Maniaci","2023-10-13 23:06:49",0.79611,50,natalemaniaci
792,10949868,jlang62,"2023-09-27 14:27:50",0.79611,12,jlang62
793,10948446,"Ayoola Okunlola","2023-09-22 20:41:12",0.79611,13,ayoolaokunlola
794,10985049,vinny,"2023-09-29 04:55:24",0.79611,3,vinnym
795,8639522,kushida,"2023-10-12 08:53:47",0.79611,87,kushida
796,9794041,". hi210260","2023-10-12 07:48:15",0.79611,25,hi210260
797,9782912,". hi210146","2023-10-12 20:02:11",0.79611,44,hi210146
798,11050574,dglleiyi,"2023-10-13 10:47:15",0.79611,13,dglleiyi
799,10603781,"Hazem BRAHIMI","2023-10-17 20:56:32",0.79611,10,hazembrahimi
800,11120563,"Rob Rossmiller","2023-10-26 03:50:38",0.79611,9,robrossmiller
801,11062126,"Hiraku Hasegawa","2023-10-26 20:47:53",0.79611,2,hirakuhasegawa
802,11062248,tomtomplin,"2023-10-31 04:36:02",0.79611,5,tomtomplin
803,10858694,Murphy0004,"2023-09-02 02:13:08",0.79588,1,murphy0004
804,10875260,"Po-Chuan Chen","2023-09-20 03:32:21",0.79588,3,jackksoncsie
805,10876312,glerium,"2023-09-08 03:01:09",0.79588,10,glerium
806,10872757,"JY #2","2023-09-11 05:09:26",0.79588,4,doetjen
807,10903884,"Christian Zielke","2023-09-13 18:18:39",0.79588,8,christianzielke
808,10997482,TimWu,"2023-10-02 11:05:33",0.79588,3,ncutim
809,10964900,DorianAflo,"2023-10-06 11:22:22",0.79588,4,dorianaflo
810,11043867,winter2003,"2023-10-10 08:30:23",0.79588,4,winter2003
811,10934563,"Jacob Sultan","2023-10-31 11:40:04",0.79588,47,jacobsultan
812,11064766,"Arda Iynem","2023-10-19 05:49:40",0.79588,4,innsolit
813,10783889,AlejandroSM99,"2023-10-25 22:28:13",0.79588,1,alejandrosm99
814,11132957,seadogg,"2023-10-31 01:11:38",0.79588,15,seadogg
815,11149543,littlema12345,"2023-10-29 10:52:46",0.79588,3,littlema12345
816,11150600,"Rui Carter","2023-10-29 15:46:22",0.79588,1,rui314
817,10770613,"Talha Barkaat Ahmad","2023-09-08 14:30:20",0.79565,5,talhabarkaatahmad
818,10857487,"Erik Roos","2023-09-04 10:59:59",0.79565,1,erikroos
819,10759041,"Ushan Shanilka","2023-09-04 16:15:59",0.79565,1,ushanshanilka
820,10394334,ValeryBonneau,"2023-09-29 16:17:31",0.79565,7,valerybonneau
821,10769751,"Muhammad Awais Tayyab","2023-09-09 03:48:28",0.79565,2,muhammadawaistayyab
822,10481114,"Kota Isayama2015","2023-09-20 13:37:10",0.79565,3,kotaisayama2015
823,10923437,karpinalake,"2023-09-16 14:14:36",0.79565,1,karpinalake
824,10896051,"Ayaan Gani","2023-09-19 13:07:30",0.79565,2,ayaangani
825,9590324,gnmg7900,"2023-09-20 16:53:41",0.79565,2,gnmg7900
826,10946396,"Samuel Paul","2023-09-22 16:54:42",0.79565,3,cagnusmarlsen
827,10977961,kabanyasu,"2023-09-30 05:57:26",0.79565,3,kabanyasu
828,10765320,DarkPhoenix,"2023-10-04 12:55:02",0.79565,4,darkphoenix777
829,11020174,hi210211,"2023-10-11 08:29:04",0.79565,10,hi210211
830,10997471,Teddywings,"2023-10-08 10:06:32",0.79565,3,teddywings
831,11020780,"Emirhan Balcı","2023-10-09 20:22:09",0.79565,1,emirhanbalc
832,10985062,GustavoSSBarros,"2023-10-12 00:16:28",0.79565,6,gustavossbarros
833,11019669,". hi210237","2023-10-12 16:06:37",0.79565,14,hi210237
834,11097092,"Vitaly Serdechny","2023-10-19 16:27:41",0.79565,6,vitalyserdechny
835,11102069,MonikaPathran,"2023-10-20 10:46:56",0.79565,2,monikapathran
836,10799768,"Henry Waldersee","2023-09-05 19:14:00",0.79541,1,henrywaldersee
837,10864157,"Sai Sawant","2023-09-07 17:36:29",0.79541,2,saisawant29
838,10883127,"Dmitry Knorre","2023-09-10 19:53:56",0.79541,1,dmitryknorre
839,10899327,"Morgan Huang","2023-09-19 14:11:14",0.79541,4,morganhuang
840,11011977,SleepySpren,"2023-10-05 10:54:16",0.79541,3,sleepyspren
841,11016809,Kp_aul21,"2023-10-10 18:38:04",0.79541,7,kpaul21
842,10906745,"Mahdi Baharestani","2023-10-12 11:51:18",0.79541,1,mahdibaharestani
843,11020617,"Muhammad Tayyab Riaz","2023-10-14 14:51:12",0.79541,1,muhammadtayyab212
844,11072587,"Larenge Kamal","2023-10-15 13:02:10",0.79541,1,learnerscapital
845,11084724,"Ramona Brunner","2023-10-17 10:04:27",0.79541,1,ramonabrunner
846,10963410,GeorgeHassan,"2023-10-19 21:41:43",0.79541,1,kriegerwarlord
847,10877724,"pragyan panigrahi","2023-09-06 21:02:26",0.79518,6,pragyanpanigrahi
848,10705524,"Lucas Blanchard","2023-09-20 16:51:58",0.79518,1,lblancha
849,10954495,"Vinícius Daniel Arantes","2023-09-23 20:32:24",0.79518,4,vinciusdanielarantes
850,10958639,"Jonathan Hale","2023-09-25 02:07:54",0.79518,4,johnjhale
851,10974167,"kode live","2023-09-26 20:04:14",0.79518,1,kodelive
852,11049821,"Anshul Vij","2023-10-12 02:06:06",0.79518,9,anshulvij
853,9210670,"Jean Matos","2023-10-18 03:51:14",0.79518,2,jeanpamatos
854,11024859,"Yassine Seddaoui","2023-10-19 03:53:13",0.79518,5,cursedbuddy
855,11099172,"Ferdinand Hartanto","2023-10-19 22:38:10",0.79518,3,ferdinandhartanto
856,11097464,"Leonardo Brozinga Viglino","2023-10-21 20:33:48",0.79518,5,leovibroz
857,11139093,"Umar Zafar","2023-10-31 07:02:20",0.79518,2,umarzafar
858,10851390,"Onwunyi Chisomebi","2023-09-02 18:19:37",0.79494,1,onwunyichisomebi
859,10910118,micSta,"2023-09-14 19:38:24",0.79494,2,micsta
860,8629441,"Pedro Amavizca","2023-09-15 02:56:55",0.79494,1,pedroamavizca
861,8371339,kaonthu,"2023-09-20 05:36:41",0.79494,1,kaonthu
862,10557060,"Samvit Gersappa","2023-09-26 20:31:40",0.79494,2,samvitgersappa
863,10830499,"Suchit G","2023-10-13 10:20:20",0.79494,3,suchitg04
864,11068685,nieshutong,"2023-10-15 08:44:11",0.79494,4,nieshutong
865,11039777,"Ludovic Nicoud","2023-10-19 16:58:33",0.79494,3,ludovicnicoud
866,11102429,"SIVARAMAN M 21ITR103","2023-10-20 10:13:39",0.79494,1,sivaramanm21itr103
867,11119469,"Marek Koz","2023-10-27 14:01:58",0.79494,2,marekkoz
868,11107208,"Marius Borel","2023-10-27 13:49:58",0.79494,3,mariusborel
869,11144067,choi_666,"2023-10-28 15:19:35",0.79494,1,choi666
870,10398506,sova,"2023-10-30 09:06:38",0.79494,1,"mp0suy,trannguyentienloc"
871,10569215,"lvjian lvj","2023-10-31 13:40:23",0.79494,6,lvjianlvj
872,10861350,"Swathi S Kumar97","2023-09-06 16:44:53",0.79471,11,swathiskumar97
873,10870819,"Gao Yixua","2023-09-07 03:59:15",0.79471,1,gaoyixua
874,9017625,"Ahsanul Islam","2023-09-08 16:53:05",0.79471,2,ahsanulislam
875,10894071,"Oleksii Ponomarenko","2023-09-10 19:58:42",0.79471,8,firebenderyt
876,10906832,cyc0912@naver.com,"2023-09-14 04:20:53",0.79471,1,dbscjf912navercom
877,9832595,"Levon Toh","2023-09-14 11:57:16",0.79471,1,"ardenler,ausyaus00,levontoh"
878,11007904,"Hala Nassar","2023-10-04 18:43:28",0.79471,11,halanassar
879,11015819,"Vadim Kornilin","2023-10-05 20:50:14",0.79471,4,vadimkornilin
880,11021069,"Prerak Lodha","2023-10-06 19:12:10",0.79471,6,preraklodha123
881,11098076,"Andrea Venturi","2023-10-19 17:44:09",0.79471,3,andreaventuri
882,10985466,"MingWei Wu","2023-10-20 15:22:12",0.79471,3,hejiye
883,10985366,"Lei Rezun","2023-10-25 01:44:41",0.79471,15,leirezun
884,11114026,"Anas Islam","2023-10-25 07:09:48",0.79471,10,anasislam
885,9516234,rajatgupta1901,"2023-09-08 07:13:48",0.79448,10,rajatgupta1901
886,10883345,"Lauren Ober","2023-09-08 21:04:37",0.79448,2,laurenober
887,10909347,obviouslyalive,"2023-09-14 17:25:26",0.79448,3,obviouslyalive
888,10919300,廣瀬研人,"2023-09-15 08:08:49",0.79448,5,kentohirose7974
889,10988696,Ellipsis,"2023-10-02 02:39:44",0.79448,5,fathurwithyou
890,10898173,"Hiroki Kawamoto","2023-10-01 15:50:05",0.79448,1,hirokikawamoto
891,10893332,"Simone Giacomello","2023-10-15 14:36:46",0.79448,12,simogiaco
892,11059264,"Andrew Bremner","2023-10-12 22:12:36",0.79448,3,andrewbremner
893,11047367,"Youness AKOURIM","2023-10-16 14:45:17",0.79448,2,younessak
894,11084426,"Jan Marxer","2023-10-17 10:33:31",0.79448,10,janmarxer
895,11031093,Danizo,"2023-10-23 13:38:12",0.79448,9,danizo
896,11050127,ArickM,"2023-10-28 02:38:45",0.79448,6,"arickm,manthewell"
897,10828098,Xander2299,"2023-10-29 00:37:10",0.79448,2,xander2299
898,11145667,ayh2,"2023-10-31 08:36:32",0.79448,7,alvinh213
899,10845479,"Agosti, Pifferi","2023-09-11 16:02:09",0.79424,4,"ddavid28,fili98"
900,10886769,"Anirudh Saxena","2023-09-10 19:09:23",0.79424,6,anirudhsaxena3010
901,10043549,"michele fresneda","2023-09-10 22:56:35",0.79424,2,michelefresneda
902,10887501,"Byron Sleight","2023-09-10 22:10:55",0.79424,1,byronsleight
903,10830810,"Mateusz Tata","2023-09-14 20:14:16",0.79424,3,mateusztata
904,10917640,"Prateek Kumawat","2023-09-16 01:27:39",0.79424,2,manshu222
905,10809013,"Ashwin S Nair","2023-09-18 13:50:11",0.79424,2,achusanjeev
906,10957949,"xien chen chou","2023-09-23 13:12:14",0.79424,2,xienchenchou
907,10938201,"Anton Vikranth","2023-09-26 16:20:08",0.79424,5,antonvikranth
908,10894193,"Sriram Kumar","2023-09-28 21:24:30",0.79424,10,sriramkumar1
909,9574395,"Marcelo Cordeiro","2023-10-03 04:05:01",0.79424,6,cordeiromarcelo
910,10990357,ShiaeX,"2023-10-05 07:55:25",0.79424,4,shiaex
911,11019647,". hi239012","2023-10-12 03:12:40",0.79424,27,hi239012
912,11019660,"[Deleted] 8a3a2aa0-9f68-4f11-abc6-5be1e961d41b","2023-10-06 04:39:57",0.79424,3,del=3cc50534fe2e4dd1
913,11019748,hi210252,"2023-10-06 07:46:51",0.79424,2,takagirikentaro
914,11017542,"Mahfuj Mirza","2023-10-06 09:39:20",0.79424,10,mahfujmirza
915,11019659,"Luis Alberto M","2023-10-12 18:57:04",0.79424,33,luisalbertom
916,11045921,luoxd99,"2023-10-11 03:14:14",0.79424,1,luoxd99
917,11055582,yty010706,"2023-10-13 04:20:17",0.79424,2,yty010706
918,10944042,"Mr. Meeseeks","2023-10-12 12:30:13",0.79424,2,praveenkuragodi
919,10924624,rutilicus,"2023-10-22 00:55:06",0.79424,4,rutilicus
920,11074011,"Udit kumar Mahato","2023-10-16 18:00:58",0.79424,5,uditkumarmahato
921,10053152,"Beat Tödtli","2023-10-17 14:25:03",0.79424,7,toedtlifhsg
922,11102051,shaumini,"2023-10-20 10:45:13",0.79424,1,shaumini
923,11084975,BenediktJoshuaSibum,"2023-10-26 08:00:08",0.79424,19,benediktjoshuasibum
924,11062055,TristanDai,"2023-10-27 05:26:00",0.79424,8,tristandai
925,11057862,"Job Hunt Boyz","2023-10-27 15:44:59",0.79424,2,"daid13,davidengland1"
926,11107183,"Sébastien Bouvard","2023-10-29 11:52:12",0.79424,6,sbastienbouvard
927,11036326,endtropia,"2023-10-30 10:09:27",0.79424,3,endtropia
928,10858490,EthanElias,"2023-09-02 05:01:56",0.79401,3,chieftainsupreme
929,10883108,"Gabriel Faria07","2023-09-07 21:27:18",0.79401,1,gabrielfaria07
930,10824342,Suraj,"2023-09-08 16:16:31",0.79401,1,"cselakshminarayananb,samykhan,sivabalana,surajpradeepkumar"
931,10887582,geodudeFromKanto,"2023-09-08 19:46:26",0.79401,1,geodudefromkanto
932,10891895,chasepd,"2023-09-10 21:56:03",0.79401,4,chasepd
933,10561507,Storm137,"2023-09-15 09:51:02",0.79401,7,storm137
934,10656112,"Minh Thai Hoang","2023-09-29 10:17:26",0.79401,1,minhthaihoang
935,10989252,"Emerson Ino","2023-09-30 00:39:57",0.79401,1,emersonino
936,10897431,implement,"2023-10-11 08:01:38",0.79401,19,tolllll
937,11054418,"Matia Rašetina","2023-10-13 13:46:06",0.79401,5,matiaraetina
938,11053385,"Arbel Tepper","2023-10-13 19:19:23",0.79401,4,drchikalama
939,11066181,"J Cardenas-Smith","2023-10-15 08:39:06",0.79401,8,jcardenassmith
940,11048550,oguzhank,"2023-10-17 14:16:29",0.79401,10,ouzhankaraarslan
941,11084725,"Yannick Franzen","2023-10-17 10:31:01",0.79401,3,yannickschumacher
942,11085339,"Seline Aldridge","2023-10-17 15:12:01",0.79401,3,selinealdridge
943,11085705,Zürich,"2023-10-17 14:03:44",0.79401,3,"enricosansonetti,patrickbodmer,sidekickwizard,stefanmeuter"
944,11057235,"Andrico Cahyadi","2023-10-26 05:02:59",0.79401,3,andricocahyadi
945,11153903,cher333,"2023-10-30 14:55:24",0.79401,4,cher333
946,10139326,"Thorbjörn Thorén","2023-10-30 19:59:55",0.79401,6,thorbjrnthorn
947,10174075,"Valentin Myasnikov","2023-09-12 09:06:25",0.79378,19,valentinmyasnikov
948,10927221,"Vladislav Vinokurov","2023-09-16 20:14:10",0.79378,1,kubiggz
949,10931134,Ask,"2023-09-17 22:35:29",0.79378,1,ryanwang1302
950,10945309,ikcilrep,"2023-09-20 23:19:20",0.79378,1,ikcilrep
951,10721665,"Edoardo Gronda","2023-09-25 12:25:22",0.79378,2,edoardogronda
952,10884670,"Diana Tuleva","2023-10-13 07:46:01",0.79378,20,dianaalexandrova
953,10988067,menciusqin,"2023-09-30 18:14:38",0.79378,2,menciusqin
954,11004392,sfvhtk,"2023-10-03 08:59:07",0.79378,1,sfvhtk
955,10945330,"Haynes Stephens","2023-10-16 15:27:49",0.79378,1,haynesfstephens
956,11091384,"Taha EL ALMI","2023-10-20 17:31:36",0.79378,1,tahaelalmi
957,11153768,"enes ISIKLI","2023-10-31 11:59:52",0.79378,1,enesisikli
958,10860764,HarshithRaj123,"2023-09-02 16:43:13",0.79354,1,harshithraj123
959,10892463,"Abdelrahman Khalifa","2023-09-10 07:07:27",0.79354,2,gabor16
960,10919466,ShahilPatelIND,"2023-09-15 13:38:54",0.79354,1,shahilpatelind
961,10831913,"Gyol Han","2023-09-29 09:38:09",0.79354,2,jeffhan2
962,9393614,"Alejandro Gonzalez #2","2023-09-29 12:29:57",0.79354,12,aleex1091
963,10982244,"mohamed anwar abouabdallah","2023-10-06 07:11:42",0.79354,14,mawro73
964,10536420,"Gonzalo Pineda","2023-10-08 18:14:15",0.79354,4,gonzalopineda
965,10915624,nnink_yo,"2023-10-10 16:56:30",0.79354,1,nninkyo
966,11041096,psynka,"2023-10-10 19:14:20",0.79354,2,psynka
967,10988996,koryozt,"2023-10-12 03:56:33",0.79354,5,koryozt
968,11084731,Michael8645,"2023-10-17 09:59:19",0.79354,2,michael8645
969,11095908,"Miriam Schlöter","2023-10-25 07:05:00",0.79354,12,miriamschlter
970,11111787,"Shivam Tayal","2023-10-26 17:55:25",0.79354,1,tayalshivammzn
971,11150895,Shakerwow,"2023-10-29 21:24:36",0.79354,1,shakerwow
972,10859601,kmj1214,"2023-09-02 03:03:09",0.79331,2,kmj1214
